run_id,arm,task,version,split,attempted,model,seed,n_train,n_test,n_features,duplicates_removed,fit_seconds,macro_f1,weighted_f1,balanced_acc,mcc,accuracy,attack_recall,attack_precision,benign_fpr
3331d9a3b2cf,B,multiclass,label_original,day_ordered,n/a,random_forest,51,891643,533343,72,,,0.3332880154943254,0.9998640464829762,0.999728129927645,0.0,0.999728129927645,,,
e115727c9bf8,B,multiclass,label_original,day_ordered,n/a,random_forest,73,891643,533343,72,,,0.4999648419151875,0.9999296838303751,0.999859377548782,0.0,0.999859377548782,,,
10fd4e533cc7,B,multiclass,label_original,day_ordered,n/a,xgboost,11,891643,533343,72,,,0.33331051968552167,0.999931559056565,0.9998631274808144,0.0,0.9998631274808144,,,
f59348c97a7c,B,multiclass,label_original,day_ordered,n/a,xgboost,23,891643,533343,72,,,0.33331051968552167,0.999931559056565,0.9998631274808144,0.0,0.9998631274808144,,,
8369ad145a74,B,multiclass,label_original,day_ordered,n/a,xgboost,37,891643,533343,72,,,0.33331051968552167,0.999931559056565,0.9998631274808144,0.0,0.9998631274808144,,,
3a66f816067e,B,multiclass,label_original,day_ordered,n/a,xgboost,51,891643,533343,72,,,0.33331051968552167,0.999931559056565,0.9998631274808144,0.0,0.9998631274808144,,,
2c80347e96af,B,multiclass,label_original,day_ordered,n/a,xgboost,73,891643,533343,72,,,0.33331051968552167,0.999931559056565,0.9998631274808144,0.0,0.9998631274808144,,,
61207ff5a7e5,B,multiclass,label_improved,random_70_30,n/a,logreg,11,1123493,481497,72,,,0.7529156630621775,0.9775267039738309,0.7346940823771244,0.9450925888079307,0.9792563608911374,,,
d386d3d7fb6d,B,multiclass,label_improved,random_70_30,n/a,logreg,23,1123493,481497,72,,,0.7395927852231369,0.9774193377111602,0.7260263001575923,0.9448817845984754,0.9791753635017456,,,
8dc5301c0914,B,multiclass,label_improved,random_70_30,n/a,logreg,37,1123493,481497,72,,,0.6810419883837878,0.9776913248694427,0.6571109689814897,0.9456898087115426,0.9794848150663452,,,
cf0a930a1518,B,multiclass,label_improved,random_70_30,n/a,logreg,51,1123493,481497,72,,,0.7454388744400156,0.9773812107119942,0.7291575545855191,0.9448386057995621,0.9791587486526396,,,
ebbe0b3a6e6f,B,multiclass,label_improved,random_70_30,n/a,logreg,73,1123493,481497,72,,,0.7908771050597028,0.9776642536454299,0.7750718141758229,0.9454291304029062,0.9793809722594325,,,
3fd39cea45d5,B,multiclass,label_improved,random_70_30,n/a,random_forest,11,1123493,481497,72,,,0.9935088720445072,0.9999064410291152,0.9927956819769909,0.9997503809422856,0.9999065414737787,,,
acafb495e25b,B,multiclass,label_improved,random_70_30,n/a,random_forest,23,1123493,481497,72,,,0.9940647394026294,0.9998813839150428,0.9886071867386806,0.9996837785112072,0.9998816192001196,,,
79e54c78936c,B,multiclass,label_improved,random_70_30,n/a,random_forest,37,1123493,481497,72,,,0.9965898214844771,0.9999085556891455,0.9949246805348546,0.9997559252464238,0.999908618329917,,,
25635e4f10d5,B,multiclass,label_improved,random_70_30,n/a,random_forest,51,1123493,481497,72,,,0.997699390162559,0.9999230939997058,0.9955478424169334,0.9997947682455837,0.9999231563228846,,,
2a9df138dbd5,B,multiclass,label_improved,random_70_30,n/a,random_forest,73,1123493,481497,72,,,0.997300773344063,0.9999355757535251,0.9947091626875548,0.99982802654946,0.9999356174597142,,,
a7caaa985fbe,B,multiclass,label_improved,random_70_30,n/a,xgboost,11,1123493,481497,72,,,0.9692391198920475,0.9997736939871362,0.957043873285408,0.9993955196151584,0.9997736226809305,,,
df16ec5028a1,B,multiclass,label_improved,random_70_30,n/a,xgboost,23,1123493,481497,72,,,0.5456511387781323,0.979056452722389,0.6327027358180808,0.9424921027068703,0.9782179328220113,,,
aa5656e5594d,B,multiclass,label_improved,random_70_30,n/a,xgboost,37,1123493,481497,72,,,0.931208515147693,0.9998211860726696,0.9177113107433001,0.9995229806260648,0.9998213903721103,,,
78973ae4082f,B,multiclass,label_improved,random_70_30,n/a,xgboost,51,1123493,481497,72,,,0.9367200507761952,0.9998598814105193,0.9930352536301112,0.9996228201525531,0.9998587737825989,,,
9097c6c36329,B,multiclass,label_improved,random_70_30,n/a,xgboost,73,1123493,481497,72,,,0.9894487221322391,0.9998758882936934,0.9931187430984598,0.9996671662532907,0.9998753886317049,,,
d5b287248897,B,multiclass,label_improved,day_ordered,n/a,logreg,11,891643,468792,72,,,0.3330796520189724,0.9992389560569171,0.9984790696086964,0.0,0.9984790696086964,,,
a23687533cd5,B,multiclass,label_improved,day_ordered,n/a,logreg,23,891643,468792,72,,,0.3330796520189724,0.9992389560569171,0.9984790696086964,0.0,0.9984790696086964,,,
7c7f001fcefb,B,multiclass,label_improved,day_ordered,n/a,logreg,37,891643,468792,72,,,0.3330796520189724,0.9992389560569171,0.9984790696086964,0.0,0.9984790696086964,,,
c8f580f6d201,B,multiclass,label_improved,day_ordered,n/a,logreg,51,891643,468792,72,,,0.3330796520189724,0.9992389560569171,0.9984790696086964,0.0,0.9984790696086964,,,
d3df3f4d8cd4,B,multiclass,label_improved,day_ordered,n/a,logreg,73,891643,468792,72,,,0.3330796520189724,0.9992389560569171,0.9984790696086964,0.0,0.9984790696086964,,,
b818f93d848f,B,multiclass,label_improved,day_ordered,n/a,random_forest,11,891643,468792,72,,,0.3333265782461305,0.9999797347383915,0.9999594702981279,0.0,0.9999594702981279,,,
22c93995706b,B,multiclass,label_improved,day_ordered,n/a,random_forest,23,891643,468792,72,,,0.3333265782461305,0.9999797347383915,0.9999594702981279,0.0,0.9999594702981279,,,
111a137222d3,B,multiclass,label_improved,day_ordered,n/a,random_forest,37,891643,468792,72,,,0.33332693378386163,0.9999808013515848,0.9999616034403317,0.0,0.9999616034403317,,,
582c2a14ac16,B,multiclass,label_improved,day_ordered,n/a,random_forest,51,891643,468792,72,,,0.3333265782461305,0.9999797347383915,0.9999594702981279,0.0,0.9999594702981279,,,
d3e8d4a6969d,B,multiclass,label_improved,day_ordered,n/a,random_forest,73,891643,468792,72,,,0.3333265782461305,0.9999797347383915,0.9999594702981279,0.0,0.9999594702981279,,,
27fa19114e7f,B,multiclass,label_improved,day_ordered,n/a,xgboost,11,891643,468792,72,,,0.33332231173419885,0.9999669352025965,0.9999338725916824,0.0,0.9999338725916824,,,
8d36249659ec,B,multiclass,label_improved,day_ordered,n/a,xgboost,23,891643,468792,72,,,0.33332231173419885,0.9999669352025965,0.9999338725916824,0.0,0.9999338725916824,,,
22b3251b941f,B,multiclass,label_improved,day_ordered,n/a,xgboost,37,891643,468792,72,,,0.33332231173419885,0.9999669352025965,0.9999338725916824,0.0,0.9999338725916824,,,
01e32432409d,B,multiclass,label_improved,day_ordered,n/a,xgboost,51,891643,468792,72,,,0.33332231173419885,0.9999669352025965,0.9999338725916824,0.0,0.9999338725916824,,,
0bbd52141baa,B,multiclass,label_improved,day_ordered,n/a,xgboost,73,891643,468792,72,,,0.33332231173419885,0.9999669352025965,0.9999338725916824,0.0,0.9999338725916824,,,
bf8889730e08,A,binary,original,random_70_30,as_attack,logreg,11,1966706,842874,72,,95.4,0.8995361030867449,0.937332754730683,0.8930988824295946,0.7993845883103727,0.9378495480937838,0.8196429655716801,0.8561416638654397,0.03344520071249102
596b2e8c1e50,A,binary,original,random_70_30,as_attack,logreg,23,1966706,842874,72,,107.6,0.9005875296916508,0.9379925642866775,0.8940827494187942,0.8014929714793804,0.9385080095008269,0.8211609690934483,0.8580265712436712,0.032995470255859805
aabd856e1d82,A,binary,original,random_70_30,as_attack,logreg,37,1966706,842874,72,,91.7,0.8988643842602684,0.9369712069697471,0.8917200440066558,0.7981160106355536,0.9375505710224779,0.8164915902604895,0.857122824015349,0.03305150224717779
9ffb0ac568e9,A,binary,original,random_70_30,as_attack,logreg,51,1966706,842874,72,,85.4,0.8981644670611184,0.9365275769750471,0.8911248691672136,0.7967056189118723,0.9371032918324684,0.8156536523164734,0.8556922998522143,0.03340391398204612
d9b1eb9a4233,A,binary,original,random_70_30,as_attack,logreg,73,1966706,842874,72,,133.3,0.8991699611263333,0.9371417498711845,0.8922696519430888,0.798700271737724,0.9376988731411813,0.8176999210638168,0.8569001501692586,0.03316061717763907
5e361295d1f6,A,binary,original,random_70_30,as_attack,random_forest,11,1966706,842874,72,,142.4,0.9993773417284675,0.9996084608022507,0.9993222405796158,0.9987546998482261,0.999608482406623,0.9988523893375433,0.9991435964091787,0.0002079081783115111
a7a2c0fb82a9,A,binary,original,random_70_30,as_attack,random_forest,23,1966706,842874,72,,137.5,0.9993754706802337,0.9996072792866187,0.9993329970365716,0.998750951099393,0.9996072959896735,0.9988827494079786,0.9991072133517154,0.00021675533483533904
4aed95db97a2,A,binary,original,random_70_30,as_attack,random_forest,37,1966706,842874,72,,141.4,0.9993490345896248,0.9995906621540344,0.9992904929379621,0.9986980876830169,0.9995906861523787,0.9987977412107596,0.9991071374340224,0.00021675533483533904
c1f0a296a082,A,binary,original,random_70_30,as_attack,random_forest,51,1966706,842874,72,,142.3,0.9993603939620623,0.9995977930960478,0.9993316964202221,0.9987207923699732,0.9995978046540764,0.9988948934361528,0.9990465490541403,0.00023150059570853365
db3fda1fcaf6,A,binary,original,random_70_30,as_attack,random_forest,73,1966706,842874,72,,137.0,0.9993585322885248,0.9995966145279153,0.9993493491091775,0.9987170650322675,0.9995966182371268,0.9989434695488494,0.9989919966966638,0.0002447713304943866
7ee8eb27d7af,A,binary,original,random_70_30,as_attack,xgboost,11,1966706,842874,72,,25.1,0.9996755375550546,0.9997959484783178,0.9997352661164982,0.9993510943461383,0.9997959362846641,0.9996356791547757,0.9993201490815943,0.00016514692177937995
350a83f657a5,A,binary,original,random_70_30,as_attack,xgboost,23,1966706,842874,72,,23.8,0.9996811989817795,0.9997995082075353,0.9997443741376287,0.9993624194830257,0.9997994955355131,0.9996538951970368,0.9993201614616528,0.00016514692177937995
60d15eeb1e52,A,binary,original,random_70_30,as_attack,xgboost,37,1966706,842874,72,,23.1,0.9996962789858443,0.9998089954319528,0.9997410772659785,0.9993925687929094,0.9998089868711101,0.9996296071406886,0.9993929423477348,0.000147452608731502
008707a14a66,A,binary,original,random_70_30,as_attack,xgboost,51,1966706,842874,72,,25.3,0.9996831021287924,0.9998006998156111,0.9997726963286709,0.999366247533929,0.9998006819524626,0.9997267593660817,0.9992534958244319,0.0001813667087398052
86cd3cead687,A,binary,original,random_70_30,as_attack,xgboost,73,1966706,842874,72,,22.1,0.9996906245654313,0.9998054379055101,0.9997434629648473,0.9993812641846356,0.9998054276202611,0.9996417511688627,0.9993626165501166,0.00015482523916809932
d7fd6e7f315c,A,binary,original,day_ordered,as_attack,logreg,11,1651932,1157648,72,,92.6,0.7401381323480387,0.8206114578114058,0.7057539043243082,0.5382018932999751,0.840924875264329,0.4339194710671097,0.8666863426084808,0.02241166241849335
a4305dc243f3,A,binary,original,day_ordered,as_attack,logreg,23,1651932,1157648,72,,93.6,0.7401381323480387,0.8206114578114058,0.7057539043243082,0.5382018932999751,0.840924875264329,0.4339194710671097,0.8666863426084808,0.02241166241849335
b7c2c5dd5978,A,binary,original,day_ordered,as_attack,logreg,37,1651932,1157648,72,,93.4,0.7401381323480387,0.8206114578114058,0.7057539043243082,0.5382018932999751,0.840924875264329,0.4339194710671097,0.8666863426084808,0.02241166241849335
5d55289d3e9f,A,binary,original,day_ordered,as_attack,logreg,51,1651932,1157648,72,,94.9,0.7401381323480387,0.8206114578114058,0.7057539043243082,0.5382018932999751,0.840924875264329,0.4339194710671097,0.8666863426084808,0.02241166241849335
435ed10d0796,A,binary,original,day_ordered,as_attack,logreg,73,1651932,1157648,72,,92.7,0.7401381323480387,0.8206114578114058,0.7057539043243082,0.5382018932999751,0.840924875264329,0.4339194710671097,0.8666863426084808,0.02241166241849335
56d1e677be34,A,binary,original,day_ordered,as_attack,random_forest,11,1651932,1157648,72,,96.6,0.6642268738907253,0.7774602503035267,0.6395718436861293,0.4732281613268872,0.8186616311694056,0.2794148473716585,0.9971181556195965,0.0002711599993999725
6e0a14a80283,A,binary,original,day_ordered,as_attack,random_forest,23,1651932,1157648,72,,103.5,0.6635993211745735,0.7770862324963529,0.6391079907613333,0.4724327035596195,0.8184370378560668,0.2784698334369985,0.9972924743092733,0.0002538519143319151
ca4aa607e263,A,binary,original,day_ordered,as_attack,random_forest,37,1651932,1157648,72,,102.8,0.6499591249628814,0.7689157997599193,0.6291916529412027,0.4540114904840641,0.8134527939408179,0.25863485005206166,0.9971118559637525,0.0002515441696561149
2b5c37e59995,A,binary,original,day_ordered,as_attack,random_forest,51,1651932,1157648,72,,97.3,0.6635247222239888,0.7770414249112333,0.6390530081324076,0.4723319708451386,0.8184093956021175,0.27835986817914715,0.9972914076062199,0.0002538519143319151
53b4c2fef296,A,binary,original,day_ordered,as_attack,random_forest,73,1651932,1157648,72,,99.2,0.66730627535398,0.7793156891323273,0.6418502745817071,0.4774586747769805,0.8198191505535362,0.28394747784371877,0.9974168004538706,0.00024692868030462556
026a4eb3e278,A,binary,original,day_ordered,as_attack,xgboost,11,1651932,1157648,72,,19.1,0.4392588186535569,0.6472123850780045,0.5052249266141476,0.08544037179297666,0.7511566555636947,0.010646011525733589,0.9479804161566707,0.00019615829743824253
e71b53f6e162,A,binary,original,day_ordered,as_attack,xgboost,23,1651932,1157648,72,,19.4,0.4392588186535569,0.6472123850780045,0.5052249266141476,0.08544037179297666,0.7511566555636947,0.010646011525733589,0.9479804161566707,0.00019615829743824253
96a5a34c814f,A,binary,original,day_ordered,as_attack,xgboost,37,1651932,1157648,72,,20.9,0.4392588186535569,0.6472123850780045,0.5052249266141476,0.08544037179297666,0.7511566555636947,0.010646011525733589,0.9479804161566707,0.00019615829743824253
5bdc698ad0be,A,binary,original,day_ordered,as_attack,xgboost,51,1651932,1157648,72,,21.7,0.4392588186535569,0.6472123850780045,0.5052249266141476,0.08544037179297666,0.7511566555636947,0.010646011525733589,0.9479804161566707,0.00019615829743824253
69b50bd12518,A,binary,original,day_ordered,as_attack,xgboost,73,1651932,1157648,72,,19.3,0.4392588186535569,0.6472123850780045,0.5052249266141476,0.08544037179297666,0.7511566555636947,0.010646011525733589,0.9479804161566707,0.00019615829743824253
b39670c367fc,A,binary,improved,random_70_30,as_attack,logreg,11,1469977,629991,85,,58.7,0.9865763127121105,0.9900307387898751,0.9864919201894726,0.9731526829207116,0.9900316036260836,0.9795133453160936,0.980018434605493,0.006529504937148212
e67ce5f48b71,A,binary,improved,random_70_30,as_attack,logreg,23,1469977,629991,85,,86.0,0.9872256881482883,0.9905155455649897,0.9868802767833325,0.9744523387530795,0.9905189121749358,0.9797066156433003,0.9817748682987295,0.005946062076635283
e6b67a9aa4fe,A,binary,improved,random_70_30,as_attack,logreg,37,1469977,629991,85,,70.2,0.9872612348263088,0.9905414453573347,0.9869665039558544,0.9745231701774888,0.9905443093631496,0.9799127706589874,0.9816772511358942,0.0059797627472786274
3c73819f13d0,A,binary,improved,random_70_30,as_attack,logreg,51,1469977,629991,85,,65.3,0.9872884278186826,0.9905602750241899,0.9871341864450884,0.9745770473656796,0.9905617699300466,0.9803766194442833,0.981299612450589,0.006108246554106467
eef3e01c744d,A,binary,improved,random_70_30,as_attack,logreg,73,1469977,629991,85,,62.1,0.9872379442427706,0.9905216860475768,0.9871967468688111,0.974475902159084,0.9905220868234625,0.9806407555581325,0.9808872048664811,0.006247261820510275
5058a5de3599,A,binary,improved,random_70_30,as_attack,random_forest,11,1469977,629991,85,,127.9,0.9999080967813901,0.9999317430586798,0.9998788338081352,0.9998162002221307,0.9999317450566754,0.9997745179515922,0.999948452279698,1.6850335321727528e-05
176bb2274815,A,binary,improved,random_70_30,as_attack,random_forest,23,1469977,629991,85,,124.2,0.9999102350387393,0.9999333307908448,0.9998863910325804,0.9998204744986919,0.9999333323809387,0.9997938449843129,0.9999355674254676,2.1062919152048387e-05
844cc81d3fdc,A,binary,improved,random_70_30,as_attack,random_forest,37,1469977,629991,85,,126.4,0.9998995493872391,0.9999253942228996,0.9998789572766299,0.9997991020720315,0.9999253957596219,0.9997874026400727,0.9999097961392748,2.948808681291215e-05
c7a3bbaec2b8,A,binary,improved,random_70_30,as_attack,random_forest,51,1469977,629991,85,,120.7,0.9999209228867807,0.9999412681745513,0.999906832945506,0.9998418473172925,0.9999412690022556,0.9998389413939944,0.9999226853939823,2.527550298248027e-05
71d5c637c61a,A,binary,improved,random_70_30,as_attack,random_forest,73,1469977,629991,85,,121.2,0.9999059588854953,0.9999301554607531,0.9998734446098526,0.9998119259924957,0.999930157732412,0.9997616332631117,0.9999548948728357,1.4744043406511587e-05
13432db24656,A,binary,improved,random_70_30,as_attack,xgboost,11,1469977,629991,85,,21.6,0.9999508441698037,0.9999634911065851,0.9999389211982125,0.9999016894449145,0.9999634915419426,0.9998904801479163,0.9999613431951138,1.2637751491295646e-05
a1a578ff2a89,A,binary,improved,random_70_30,as_attack,xgboost,23,1469977,629991,85,,20.9,0.999957256077854,0.9999682532394121,0.9999485847145728,0.9999145127403305,0.9999682535147327,0.9999098071806369,0.9999613439422737,1.2637751491295646e-05
109e7f140264,A,binary,improved,random_70_30,as_attack,xgboost,37,1469977,629991,85,,20.8,0.999955119562882,0.999966666154335,0.9999540356471028,0.9999102391348983,0.9999666661904694,0.9999291342133576,0.9999355761425571,2.1062919152048387e-05
b9b40ce2fcfc,A,binary,improved,random_70_30,as_attack,xgboost,51,1469977,629991,85,,21.3,0.9999593931859208,0.9999698405447457,0.9999496378605304,0.9999187871117594,0.9999698408389961,0.9999098071806369,0.9999677864110196,1.0531459576079705e-05
3584196a0202,A,binary,improved,random_70_30,as_attack,xgboost,73,1469977,629991,85,,20.9,0.9999551183951998,0.9999666657206914,0.9999410274901277,0.9999102383341972,0.9999666661904694,0.9998904801479163,0.9999742284646608,8.425167660863764e-06
98a4c40dbb9e,A,binary,improved,random_70_30,as_benign,logreg,11,1469977,629991,85,,75.0,0.9890080572958142,0.9919576569594054,0.9898594523392092,0.9780216513845333,0.9919506786604888,0.9858272494047973,0.9808270232674112,0.006108344726378778
ddfc94822ae8,A,binary,improved,random_70_30,as_benign,logreg,23,1469977,629991,85,,75.7,0.9898200227748382,0.9925496764058875,0.9909442364240643,0.9796496666554718,0.9925411632864597,0.9878651181502219,0.9812706357109167,0.0059766453020934085
e96315984b6f,A,binary,improved,random_70_30,as_benign,logreg,37,1469977,629991,85,,79.8,0.9895053136687135,0.9923227485944917,0.9901954974097924,0.9790142632234503,0.9923173505653256,0.9861042412731074,0.9820498505796197,0.005713246453522669
c30174ffae7f,A,binary,improved,random_70_30,as_benign,logreg,51,1469977,629991,85,,77.7,0.9894574852926228,0.9922862155096364,0.9903438380362766,0.9789209630052688,0.9922792547830048,0.9866120596983426,0.981408225253062,0.00592438362578962
dff874705a27,A,binary,improved,random_70_30,as_benign,logreg,73,1469977,629991,85,,62.6,0.989523794546543,0.9923310761585673,0.9908777790689899,0.9790615432871794,0.9923205252138523,0.988095944707147,0.9801579253812387,0.0063403865691672445
c65a73c9c146,A,binary,improved,random_70_30,as_benign,random_forest,11,1469977,629991,85,,129.2,0.9999239974944091,0.9999444420864629,0.999895848165116,0.9998480008825157,0.9999444436507823,0.9998021486654928,0.9999670193398591,1.0452335260757728e-05
842dbb63fc1d,A,binary,improved,random_70_30,as_benign,random_forest,23,1469977,629991,85,,128.5,0.9999478866960365,0.9999619041318756,0.9999456346420699,0.9998957734297901,0.9999619042176793,0.9999142644217135,0.9999274535537866,2.2995137573644797e-05
267b865546c8,A,binary,improved,random_70_30,as_benign,random_forest,37,1469977,629991,85,,130.9,0.9999392003237291,0.9999555545201961,0.9999301922643871,0.9998784012509384,0.9999555549206258,0.9998812891992956,0.9999340460754117,2.0904670521515456e-05
c96f26d29915,A,binary,improved,random_70_30,as_benign,random_forest,51,1469977,629991,85,,127.8,0.999943542394756,0.9999587289184337,0.9999277781540078,0.9998870866377301,0.9999587295691525,0.9998680991103285,0.9999604260792138,1.2542802312887069e-05
db3dacb4f4d3,A,binary,improved,random_70_30,as_benign,random_forest,73,1469977,629991,85,,126.5,0.999939199228142,0.9999555541197326,0.9999211831095243,0.9998784008702915,0.9999555549206258,0.9998549090213613,0.9999604255571751,1.2542802312887069e-05
10da3f1092f0,A,binary,improved,random_70_30,as_benign,xgboost,11,1469977,629991,85,,18.8,0.9999630856613986,0.9999730151532303,0.9999506989880367,0.9999261724638017,0.9999730154875228,0.99990766937723,0.999980213431123,6.271401156499046e-06
0f8bc8d59e9b,A,binary,improved,random_70_30,as_benign,xgboost,23,1469977,629991,85,,18.7,0.9999739433480183,0.9999809520659377,0.9999716911766772,0.9999478867337548,0.9999809521088396,0.999953834688615,0.9999670243426303,1.0452335260757728e-05
850f0f5cc8bd,A,binary,improved,random_70_30,as_benign,xgboost,37,1469977,629991,85,,19.8,0.9999630868253894,0.9999730155786866,0.9999664650090467,0.9999261737356416,0.9999730154875228,0.999953834688615,0.9999340508599768,2.0904670521515456e-05
7325f1e121c1,A,binary,improved,random_70_30,as_benign,xgboost,51,1469977,629991,85,,20.4,0.9999696001618645,0.9999777772600981,0.999960591554762,0.9999392009272325,0.9999777774603129,0.9999274545106807,0.9999802138226235,6.271401156499046e-06
db56bb2aba65,A,binary,improved,random_70_30,as_benign,xgboost,73,1469977,629991,85,,21.2,0.9999544011671391,0.999966666228008,0.9999555272087953,0.9999088023437073,0.9999666661904694,0.9999340495551643,0.9999274549891183,2.2995137573644797e-05
44a2d0319e3f,A,binary,improved,random_70_30,dropped,logreg,11,1461592,626397,85,,73.4,0.9926011407067497,0.9945703348375965,0.9925646565182448,0.9852022916249251,0.9945705359380712,0.9886763086217016,0.9888915274809362,0.0035469955852120982
a0b98969d838,A,binary,improved,random_70_30,dropped,logreg,23,1461592,626397,85,,69.0,0.9918516680620584,0.9940223328412072,0.9914862801898054,0.9837043638525165,0.994024556311732,0.9865658943869576,0.9887242395801663,0.003593334007346738
a6135c404b02,A,binary,improved,random_70_30,dropped,logreg,37,1461592,626397,85,,76.3,0.9917637848096201,0.9939589531914957,0.9912207698690405,0.9835298416684471,0.9939622954771494,0.9859063899386001,0.9891158353017461,0.0034648502005190096
dcaeb82cd870,A,binary,improved,random_70_30,dropped,logreg,51,1461592,626397,85,,74.8,0.992521177380367,0.9945122572180829,0.9923763700527308,0.9850425157316315,0.9945130643984565,0.9882344406413022,0.9890889648708234,0.003481700535840626
756621727fd1,A,binary,improved,random_70_30,dropped,logreg,73,1461592,626397,85,,69.2,0.9917375298218714,0.9939373482771949,0.9915752947665667,0.9834752621485138,0.99393834900231,0.98699457227839,0.9879523639772382,0.0038439827452566577
492f3fc56ed8,A,binary,improved,random_70_30,dropped,random_forest,11,1461592,626397,85,,127.4,0.9999369131872013,0.9999537027026136,0.9999200824889773,0.9998738285038111,0.9999537034819771,0.9998549090213613,0.999953830121229,1.4744043406511587e-05
dbe347288624,A,binary,improved,random_70_30,dropped,random_forest,23,1461592,626397,85,,125.0,0.999949966305043,0.9999632817010552,0.9999398676224281,0.999899933376665,0.9999632820719129,0.9998944792882628,0.9999538319482918,1.4744043406511587e-05
7dd800e9b34b,A,binary,improved,random_70_30,dropped,random_forest,37,1461592,626397,85,,121.1,0.9999390898249688,0.999955299612652,0.999932357516356,0.9998781799906301,0.9999552999136331,0.9998878842437793,0.9999274516399227,2.3169211067264328e-05
3456008de44e,A,binary,improved,random_70_30,dropped,random_forest,51,1461592,626397,85,,127.1,0.99994344004397,0.9999584923111309,0.999932219431987,0.9998868810343305,0.9999584927769449,0.9998812891992956,0.999947236164333,1.6850335321727528e-05
890348f75885,A,binary,improved,random_70_30,dropped,random_forest,73,1461592,626397,85,,128.6,0.9999477905754501,0.9999616851242729,0.9999343257239022,0.999895582513722,0.9999616856402569,0.9998812891992956,0.9999604266012386,1.2637751491295646e-05
0769e0f20a06,A,binary,improved,random_70_30,dropped,xgboost,11,1461592,626397,85,,18.3,0.9999760711637866,0.9999824391926642,0.9999727047604771,0.9999521424127492,0.9999824392517844,0.999953834688615,0.9999736193001201,8.425167660863764e-06
bb7123651565,A,binary,improved,random_70_30,dropped,xgboost,23,1461592,626397,85,,18.2,0.9999651946544048,0.9999744570935046,0.9999651946544048,0.9999303893088097,0.9999744570935046,0.9999472396441313,0.9999472396441313,1.6850335321727528e-05
a8b09424aa40,A,binary,improved,random_70_30,dropped,xgboost,37,1461592,626397,85,,18.6,0.9999738958736284,0.9999808427771321,0.9999716516145194,0.9999477917851123,0.9999808428201284,0.999953834688615,0.9999670243426303,1.0531459576079705e-05
a7ffd576de84,A,binary,improved,random_70_30,dropped,xgboost,51,1461592,626397,85,,18.4,0.9999804217733965,0.9999856320344769,0.9999748110523923,0.9999608437833963,0.9999856321150964,0.999953834688615,0.9999868094760724,4.212583830431882e-06
2757ccc2015a,A,binary,improved,random_70_30,dropped,xgboost,73,1461592,626397,85,,18.6,0.9999804219491621,0.9999856320989728,0.9999792998049606,0.9999608439077882,0.9999856321150964,0.9999670247775821,0.9999736196480861,8.425167660863764e-06
e5cca5d10251,A,binary,improved,day_ordered,as_attack,logreg,11,1190337,909631,85,,36.8,0.6448074000642268,0.694709410901009,0.6484974691280149,0.45757195490366365,0.742406536276798,0.2981133435661141,0.993543026468586,0.001118405310084336
9ee4c1a165c0,A,binary,improved,day_ordered,as_attack,logreg,23,1190337,909631,85,,36.7,0.6448074000642268,0.694709410901009,0.6484974691280149,0.45757195490366365,0.742406536276798,0.2981133435661141,0.993543026468586,0.001118405310084336
a66188409876,A,binary,improved,day_ordered,as_attack,logreg,37,1190337,909631,85,,36.6,0.6448074000642268,0.694709410901009,0.6484974691280149,0.45757195490366365,0.742406536276798,0.2981133435661141,0.993543026468586,0.001118405310084336
b30433288102,A,binary,improved,day_ordered,as_attack,logreg,51,1190337,909631,85,,36.9,0.6448074000642268,0.694709410901009,0.6484974691280149,0.45757195490366365,0.742406536276798,0.2981133435661141,0.993543026468586,0.001118405310084336
5239785d7f18,A,binary,improved,day_ordered,as_attack,logreg,73,1190337,909631,85,,36.4,0.6448074000642268,0.694709410901009,0.6484974691280149,0.45757195490366365,0.742406536276798,0.2981133435661141,0.993543026468586,0.001118405310084336
36e33e57d897,A,binary,improved,day_ordered,as_attack,random_forest,11,1190337,909631,85,,81.1,0.6362057291843934,0.6878550564706226,0.6424636075558301,0.4490686238819953,0.7382872835248578,0.2849358849202654,0.9999472935223739,8.669808605255014e-06
833ec9a624d5,A,binary,improved,day_ordered,as_attack,random_forest,23,1190337,909631,85,,82.2,0.6357103428087925,0.687454796654859,0.6421119365227068,0.448442931394037,0.7380289370085232,0.284236010777461,0.9999260308134497,1.2137732047445837e-05
9b8bd7fb5031,A,binary,improved,day_ordered,as_attack,random_forest,37,1190337,909631,85,,81.9,0.6336338230750537,0.6857791267171327,0.6406433340342016,0.44585876667161994,0.736954875108698,0.2812953378770084,0.9999466114272901,8.669808605255014e-06
8d48d131bdb2,A,binary,improved,day_ordered,as_attack,random_forest,51,1190337,909631,85,,83.5,0.6358998406974828,0.6876079372337668,0.642246470453588,0.44868313047590225,0.738127878227545,0.2845033446775022,0.9999366567428897,1.0403770326350426e-05
114a07395bb9,A,binary,improved,day_ordered,as_attack,random_forest,73,1190337,909631,85,,83.6,0.6358440651120764,0.6875624432026067,0.6422063226149332,0.4486025377704909,0.7380970965149605,0.2844282508853558,0.9999049630411827,1.5605655489525638e-05
fadfecc24f76,A,binary,improved,day_ordered,as_attack,xgboost,11,1190337,909631,85,,14.6,0.6325509342906607,0.6849045000549694,0.6398781829725169,0.44448544536403434,0.7363920095071518,0.27977543952396544,0.999881914699473,1.907357893171646e-05
